,lon,lat,type
337,18.2237649,46.0840703,pharmacy
338,18.2208136,46.079187,pharmacy
339,19.0592776,47.5157105,pharmacy
340,19.0597488,47.5140475,pharmacy
341,18.2306014,46.0749283,pharmacy
342,18.228681,46.0754722,pharmacy
343,19.03477,47.5388093,pharmacy
344,17.4619469,47.328583,pharmacy
345,18.2098267,46.0763665,pharmacy
346,19.1258217,47.4358564,pharmacy
347,19.1195024,47.4415965,pharmacy
348,20.4144384,47.8112658,pharmacy
349,18.3242441,47.6632347,pharmacy
350,18.321057,47.6560193,pharmacy
351,17.8976247,47.1022409,pharmacy
352,16.2734747,46.9535782,pharmacy
353,16.6238626,47.2312414,pharmacy
354,20.6448333,48.1725533,pharmacy
355,17.4441695,46.078582,pharmacy
356,17.4533202,46.2060195,pharmacy
357,17.4528072,46.3268811,pharmacy
358,17.389537,46.406828,pharmacy
359,20.43344,47.3958387,pharmacy
360,19.1031953,47.5142548,pharmacy
361,19.1146874,47.3471032,pharmacy
362,19.2922874,47.6478598,pharmacy
363,19.0637478,47.3329646,pharmacy
364,19.80507,48.0982897,pharmacy
365,19.8071839,48.1053123,pharmacy
366,19.8090629,48.1164109,pharmacy
367,19.8103129,48.1158164,pharmacy
368,19.0743411,47.5487489,pharmacy
369,19.0736109,47.5481572,pharmacy
370,19.1414801,47.641454,pharmacy
371,19.0606443,47.4880502,pharmacy
372,19.0761143,47.6612062,pharmacy
373,17.3434901,46.0402447,pharmacy
374,17.6330328,47.6850907,pharmacy
375,17.7920874,46.356586,pharmacy
376,20.3188848,46.4153838,pharmacy
377,19.2633328,47.655372,pharmacy
378,20.3327694,46.4121899,pharmacy
379,19.101233,47.5223399,pharmacy
380,19.1202136,47.514347,pharmacy
381,18.7822611,47.4030507,pharmacy
382,20.3191445,46.4148611,pharmacy
383,21.6241499,47.5614675,pharmacy
384,20.4128902,47.1798134,pharmacy
385,20.3219224,46.41439,pharmacy
386,20.3366145,46.4135808,pharmacy
387,20.3299576,46.4273271,pharmacy
388,16.576634,47.6913322,pharmacy
389,20.3253794,46.4199486,pharmacy
390,18.6294992,47.205956,pharmacy
391,19.3322105,47.4895661,pharmacy
392,21.0751523,46.6001645,pharmacy
393,19.192501,47.5332589,pharmacy
394,19.0303687,47.4821412,pharmacy
395,19.0162262,47.4919967,pharmacy
396,20.7580316,47.217109,pharmacy
397,21.7123893,47.9586692,pharmacy
398,19.1911064,47.5102133,pharmacy
399,19.3241888,46.2971339,pharmacy
400,19.3266903,46.2995029,pharmacy
401,19.3777419,46.2174071,pharmacy
402,17.4536661,47.004358,pharmacy
403,20.3669858,47.9372067,pharmacy
404,19.0304091,47.5122438,pharmacy
405,19.0569949,47.4968977,pharmacy
406,18.4013497,47.5844312,pharmacy
407,18.3687232,47.589266,pharmacy
408,19.0598068,47.5080497,pharmacy
409,19.0673794,47.4310342,pharmacy
410,19.0725673,47.5329107,pharmacy
411,18.9928901,47.6047409,pharmacy
412,19.0132192,47.597739,pharmacy
413,19.0703259,47.5313107,pharmacy
414,20.8516051,48.1069334,pharmacy
415,19.0635354,47.2872837,pharmacy
416,19.0511975,47.4602618,pharmacy
417,18.9579797,47.460977,pharmacy
418,19.9310963,47.7820715,pharmacy
419,18.6562155,47.2376134,pharmacy
420,21.3434421,48.1290333,pharmacy
421,19.0653923,47.4954217,pharmacy
422,19.2605805,47.489769,pharmacy
423,20.1872817,47.1937629,pharmacy
424,19.0349797,47.467688,pharmacy
425,20.53421,47.9432949,pharmacy
426,18.9095669,47.3176622,pharmacy
427,20.2101437,47.123237,pharmacy
428,17.014832,46.4621683,pharmacy
429,17.8512096,45.8741456,pharmacy
430,19.0325921,47.4640408,pharmacy
431,18.4028302,47.1875794,pharmacy
432,18.4094168,47.1941145,pharmacy
433,18.4155664,47.1937376,pharmacy
434,18.4602332,47.2052626,pharmacy
435,18.5482285,47.3146706,pharmacy
436,18.4648547,47.3924652,pharmacy
437,18.461105,47.3930681,pharmacy
438,18.4147073,47.3172169,pharmacy
439,18.3790669,47.2007086,pharmacy
440,18.4046289,47.1901365,pharmacy
441,18.9930232,47.2646581,pharmacy
442,19.0701562,47.4238288,pharmacy
443,19.2031698,47.5106489,pharmacy
444,19.1983349,47.5115848,pharmacy
445,19.2006354,47.5051287,pharmacy
446,19.1408221,47.5525825,pharmacy
447,19.136032,47.5391325,pharmacy
448,22.0995508,48.096267,pharmacy
449,22.1093811,48.1394765,pharmacy
450,17.0951771,46.8433132,pharmacy
451,17.3170789,46.7576195,pharmacy
452,20.3145175,46.4145539,pharmacy
453,20.3116255,46.4272967,pharmacy
454,18.4159077,47.1829351,pharmacy
455,19.0695436,47.4257542,pharmacy
456,18.6473116,47.0431853,pharmacy
457,20.3134225,46.414157,pharmacy
458,20.3436498,46.4206578,pharmacy
459,20.3474297,46.4123331,pharmacy
460,20.3099075,46.4090193,pharmacy
461,20.602235,47.8751148,pharmacy
462,19.2720233,47.6624116,pharmacy
463,19.0458597,47.4775042,pharmacy
464,19.8519594,46.7111544,pharmacy
465,19.8437411,46.7101318,pharmacy
466,19.0880454,47.5655785,pharmacy
467,21.0928018,47.3215382,pharmacy
468,20.3741992,47.907028,pharmacy
469,17.9095741,47.0931822,pharmacy
470,17.9115617,47.0931196,pharmacy
471,17.9078678,47.0876665,pharmacy
472,17.9072173,47.0937841,pharmacy
473,22.1157597,48.3414201,pharmacy
474,19.0735417,47.4340868,pharmacy
475,19.1271718,47.5679605,pharmacy
476,17.9130944,47.1031494,pharmacy
477,17.9072945,47.0892287,pharmacy
478,17.3913219,47.7355202,pharmacy
479,17.2512651,47.6865211,pharmacy
480,19.2876594,47.6552974,pharmacy
481,17.2478474,46.7697233,pharmacy
482,17.0117655,46.4543181,pharmacy
483,21.5650346,47.3500947,pharmacy
484,18.4501524,47.6637088,pharmacy
485,17.0046648,46.457049,pharmacy
486,19.0647647,47.4178707,pharmacy
487,18.2568657,47.204306,pharmacy
488,20.1502636,46.2741766,pharmacy
489,19.1128421,47.3987086,pharmacy
490,19.1147327,47.3984166,pharmacy
491,19.0882166,47.5176708,pharmacy
492,20.3708272,47.9254334,pharmacy
493,16.8808135,47.6213164,pharmacy
494,16.8647411,47.6189153,pharmacy
495,18.7464938,47.8018355,pharmacy
496,19.0791102,47.4071386,pharmacy
497,19.0734407,47.4086051,pharmacy
498,19.0956101,47.5683176,pharmacy
499,20.2998434,47.1744999,pharmacy
500,16.5975341,47.6764757,pharmacy
501,16.5797776,47.6813195,pharmacy
502,16.5877824,47.6808013,pharmacy
503,16.582533,47.6793976,pharmacy
504,16.5835312,47.6849932,pharmacy
505,19.0711635,47.4340804,pharmacy
506,20.4187085,47.180974,pharmacy
507,18.982653,47.3918805,pharmacy
508,18.4328223,47.149018,pharmacy
509,16.5976181,47.0108133,pharmacy
510,18.4353291,47.1899709,pharmacy
511,18.4073486,47.1895696,pharmacy
512,19.4818371,46.4407846,pharmacy
513,19.486708,46.4319785,pharmacy
514,19.4799195,46.4313324,pharmacy
515,19.4831353,46.4298932,pharmacy
516,19.4773775,46.4299157,pharmacy
517,18.6547199,47.2872856,pharmacy
518,18.2962758,47.0591245,pharmacy
519,18.2312848,46.0736232,pharmacy
520,20.6307106,48.0650125,pharmacy
521,19.0518695,47.4728422,pharmacy
522,18.9537881,47.5481482,pharmacy
523,20.8916611,47.62781,pharmacy
524,18.3918264,47.5797684,pharmacy
525,20.758115,47.6169262,pharmacy
526,17.9250555,46.9785735,pharmacy
527,17.0071423,46.4640176,pharmacy
528,16.9892666,46.4550272,pharmacy
529,16.9896214,46.4567267,pharmacy
530,16.9846028,46.4555554,pharmacy
531,20.7594708,47.6058009,pharmacy
532,17.917953,47.0966193,pharmacy
533,21.1519934,47.5831583,pharmacy
534,19.071682,47.4958538,pharmacy
535,17.6895918,47.5896088,pharmacy
536,19.033706,47.5093531,pharmacy
537,17.7782707,46.4129956,pharmacy
538,21.531955,48.197137,pharmacy
539,20.5652354,47.8062716,pharmacy
540,21.568884,48.320896,pharmacy
541,21.5647789,48.3193459,pharmacy
542,21.566927,48.320646,pharmacy
543,17.773701,46.3524131,pharmacy
544,21.3626824,47.9537693,pharmacy
545,19.1816369,47.4435509,pharmacy
546,19.1883967,47.4058512,pharmacy
547,19.0243506,47.5086996,pharmacy
548,19.0262108,47.5090221,pharmacy
549,18.5186459,46.2951011,pharmacy
550,18.2434504,46.995276,pharmacy
551,19.1319044,47.4237986,pharmacy
552,19.144542,47.7044112,pharmacy
553,18.8865435,47.5760966,pharmacy
554,18.0116606,47.0305346,pharmacy
555,19.031309,47.490776,pharmacy
556,18.9591733,47.7887061,pharmacy
557,19.8629785,46.7049053,pharmacy
558,19.0349888,47.8226216,pharmacy
559,18.3210819,47.4959748,pharmacy
560,18.9701185,47.7857811,pharmacy
561,19.0060827,47.4665554,pharmacy
562,16.6289438,47.2383494,pharmacy
563,16.6256394,47.2378984,pharmacy
564,18.3169598,47.6504709,pharmacy
565,19.0009721,47.4705973,pharmacy
566,21.3400286,47.6123689,pharmacy
567,21.3395933,47.6101095,pharmacy
568,21.3406905,47.6134842,pharmacy
569,18.3176566,47.644808,pharmacy
570,19.7960783,47.1750584,pharmacy
571,19.800873,47.1798105,pharmacy
572,19.8058664,47.1808398,pharmacy
573,19.7983995,47.172693,pharmacy
574,19.7980992,47.1713005,pharmacy
575,19.0421239,47.5346139,pharmacy
576,19.6779038,46.9169227,pharmacy
577,19.0750052,47.4838862,pharmacy
578,21.3943034,47.4484983,pharmacy
579,19.967583,47.830777,pharmacy
580,17.9189803,47.0960613,pharmacy
581,19.6657476,46.8935561,pharmacy
582,19.026969,47.492144,pharmacy
583,20.2066699,47.1809761,pharmacy
584,19.086039,47.506754,pharmacy
585,16.5509317,47.6782205,pharmacy
586,18.2591129,47.6964324,pharmacy
587,16.5873989,47.6823165,pharmacy
588,19.0843803,47.5424425,pharmacy
589,18.1524899,46.3821571,pharmacy
590,17.728367,47.2507436,pharmacy
591,17.0122939,46.4640888,pharmacy
592,17.7974801,46.3598264,pharmacy
593,21.7525655,47.926641,pharmacy
594,17.7390919,47.6943584,pharmacy
595,16.9985074,46.452547,pharmacy
596,19.0597919,47.4880864,pharmacy
597,19.0364476,47.3390793,pharmacy
598,18.2836317,46.6334775,pharmacy
599,18.9552035,46.1655631,pharmacy
600,16.7843561,47.5043325,pharmacy
601,17.7974837,46.0440821,pharmacy
602,17.1737688,46.5469899,pharmacy
603,18.9581973,46.1809192,pharmacy
604,18.9576495,46.195445,pharmacy
605,19.076836,47.502475,pharmacy
606,18.1852408,46.0636778,pharmacy
607,17.4376625,46.8822873,pharmacy
608,20.0971233,46.3620344,pharmacy
609,19.1000882,47.5573847,pharmacy
610,19.013124,47.8259835,pharmacy
611,18.979911,46.5324493,pharmacy
612,19.1578787,47.4663709,pharmacy
613,19.0441955,47.5575096,pharmacy
614,18.4998687,47.5130833,pharmacy
615,18.2830697,46.0508061,pharmacy
616,18.9532695,46.1796334,pharmacy
617,18.952672,46.1806381,pharmacy
618,18.9534565,46.1812646,pharmacy
619,18.9514643,46.1789952,pharmacy
620,18.9525155,46.1740741,pharmacy
621,18.961179,46.1747681,pharmacy
622,19.0645977,47.4849328,pharmacy
623,17.0119929,46.4542904,pharmacy
624,19.0387427,47.4294349,pharmacy
625,19.0985674,47.5242504,pharmacy
626,18.9213576,47.3731999,pharmacy
627,20.2138564,47.4592809,pharmacy
628,19.0601535,47.4851793,pharmacy
629,19.5510229,47.2103395,pharmacy
630,19.0551614,47.5038354,pharmacy
631,19.6959562,47.1152559,pharmacy
632,19.1665625,47.4388022,pharmacy
633,19.0654819,47.4925183,pharmacy
634,21.6686339,47.6810973,pharmacy
635,21.7802933,47.7656893,pharmacy
636,19.065583,47.498652,pharmacy
637,19.0396497,47.5001705,pharmacy
638,20.4074428,47.8562595,pharmacy
639,21.2642716,46.9262336,pharmacy
640,19.0571415,47.4876836,pharmacy
641,20.8854342,46.5426505,pharmacy
642,19.0156779,47.4616331,pharmacy
643,21.3926967,47.4445303,pharmacy
644,18.9819045,47.5176175,pharmacy
645,19.086745,47.422488,pharmacy
646,17.8843501,46.9580635,pharmacy
647,18.9926071,47.5157793,pharmacy
648,19.596647,47.6121194,pharmacy
649,19.3459905,47.5999114,pharmacy
650,16.8417233,47.1269358,pharmacy
651,19.3495871,47.5995575,pharmacy
652,19.3476333,47.5991152,pharmacy
653,18.65733,47.2226613,pharmacy
654,21.7032504,48.3007652,pharmacy
655,19.0671544,47.4812816,pharmacy
656,19.0372893,47.3407666,pharmacy
657,18.1813702,47.6688281,pharmacy
658,21.629148,47.407209,pharmacy
659,17.0965255,47.4665111,pharmacy
660,20.4504628,47.2747404,pharmacy
661,18.0950533,46.3747449,pharmacy
662,16.5925651,47.687337,pharmacy
663,18.3805324,47.6209222,pharmacy
664,18.8883782,47.4095169,pharmacy
665,17.8767303,46.9476793,pharmacy
666,17.107134,46.7384066,pharmacy
667,16.5454498,46.6244213,pharmacy
668,19.0579406,47.5980935,pharmacy
669,18.0681109,46.3763754,pharmacy
670,19.1148903,47.5794206,pharmacy
671,16.8494848,46.8433305,pharmacy
672,16.8464247,46.8449571,pharmacy
673,16.8467545,46.8426938,pharmacy
674,16.844825,46.8369973,pharmacy
675,16.8448794,46.8364879,pharmacy
676,16.8445537,46.8453808,pharmacy
677,16.988111,46.8160872,pharmacy
678,16.8456161,46.8398074,pharmacy
679,21.6193457,47.5348836,pharmacy
680,18.5588159,47.7262252,pharmacy
681,18.921866,47.3882975,pharmacy
682,21.6268667,47.5289922,pharmacy
683,21.6248803,47.5289891,pharmacy
684,21.6167316,47.5260063,pharmacy
685,19.2268225,47.2933534,pharmacy
686,18.932083,47.0241921,pharmacy
687,17.8828376,46.9157147,pharmacy
688,18.692957,46.3520223,pharmacy
689,16.6293188,47.2205948,pharmacy
690,18.7026683,46.3446715,pharmacy
691,18.7098395,46.3476066,pharmacy
692,19.1330279,47.4604799,pharmacy
693,18.2147425,47.3714533,pharmacy
694,19.0619482,47.4118769,pharmacy
695,21.2641964,46.6503992,pharmacy
696,19.0715617,47.4923075,pharmacy
697,21.3551921,47.9590138,pharmacy
698,21.3492921,47.9640323,pharmacy
699,16.6228534,47.2147848,pharmacy
700,19.0444275,47.543148,pharmacy
701,21.6627331,47.5184888,pharmacy
702,18.0277733,46.8997287,pharmacy
703,19.0752975,47.5244772,pharmacy
704,20.6255172,47.0003745,pharmacy
705,20.6220597,47.0069531,pharmacy
706,20.630115,47.001261,pharmacy
