,lon,lat,type
1745,18.0023677,47.5105669,pharmacy
1746,21.565363,48.3168886,pharmacy
1747,19.2587963,47.7251505,pharmacy
1748,17.6640119,46.7818496,pharmacy
1749,20.3250218,47.8712927,pharmacy
1750,18.8283612,47.5152225,pharmacy
1751,20.1679726,46.2772255,pharmacy
1752,20.2552504,46.6609893,pharmacy
1753,20.78628,48.0911706,pharmacy
1754,17.4595086,47.8336782,pharmacy
1755,17.7889999,46.0533624,pharmacy
1756,17.3632187,46.2301576,pharmacy
1757,18.9352256,47.3922174,pharmacy
1758,18.9133559,45.9995699,pharmacy
1759,19.0320482,47.0209529,pharmacy
1760,18.2369439,45.9521565,pharmacy
1761,18.8247893,47.1530109,pharmacy
1762,17.73914,47.6986917,pharmacy
1763,18.7449102,47.791106,pharmacy
1764,20.112367,46.2381467,pharmacy
1765,19.5032949,47.3078613,pharmacy
1766,19.7870794,47.1756523,pharmacy
1767,17.3742643,47.935846,pharmacy
1768,20.2671896,47.5979522,pharmacy
1769,19.0704035,46.4898836,pharmacy
1770,17.4806245,47.3312349,pharmacy
1771,17.4690013,47.3292393,pharmacy
1772,19.1337894,47.6907829,pharmacy
1773,18.9545108,46.688758,pharmacy
1774,20.1643287,46.2715944,pharmacy
1775,18.9629339,46.881133,pharmacy
1776,18.745485,47.7903955,pharmacy
1777,20.0626646,46.2757194,pharmacy
1778,20.2608185,46.6614489,pharmacy
1779,20.2650166,46.657285,pharmacy
1780,18.6792699,47.3615326,pharmacy
1781,18.5413103,47.2164846,pharmacy
1782,21.9716934,47.6019475,pharmacy
1783,21.8627381,47.7693721,pharmacy
1784,21.8611519,47.7692192,pharmacy
1785,19.5280035,48.0375453,pharmacy
1786,21.9202065,48.1131643,pharmacy
1787,19.3113854,47.6362735,pharmacy
1788,17.3591918,47.62949,pharmacy
1789,21.2757595,46.6429754,pharmacy
1790,20.5477933,46.8623292,pharmacy
1791,17.6531301,47.6781771,pharmacy
1792,19.0216146,47.6480913,pharmacy
1793,18.9993015,47.3231933,pharmacy
1794,20.8405194,47.3848011,pharmacy
1795,18.8797124,47.7832903,pharmacy
1796,19.2627724,47.9212154,pharmacy
1797,21.6015036,47.5225582,pharmacy
1798,18.9892977,47.7236305,pharmacy
1799,19.0444714,47.940624,pharmacy
1800,19.2504742,47.8011407,pharmacy
1801,20.6324591,47.3669652,pharmacy
1802,20.6312214,47.3714643,pharmacy
1803,20.9826994,47.9690803,pharmacy
1804,17.6624124,47.7271407,pharmacy
1805,16.7219119,46.4333119,pharmacy
1806,19.4962913,47.1740658,pharmacy
1807,19.0691249,47.6739324,pharmacy
1808,18.8251212,46.3844148,pharmacy
1809,18.5173453,47.4766969,pharmacy
1810,17.3206525,47.8586915,pharmacy
1811,18.7464464,47.8018362,pharmacy
1812,17.6105686,47.7222025,pharmacy
1813,17.4758901,47.7967446,pharmacy
1814,20.7733665,48.0883551,pharmacy
1815,20.7345552,48.2917902,pharmacy
1816,20.7406959,48.29598,pharmacy
1817,19.3950321,47.430763,pharmacy
1818,20.29528,48.2144825,pharmacy
1819,19.4919415,46.2782601,pharmacy
1820,20.0190942,47.5653619,pharmacy
1821,22.6727759,47.8299698,pharmacy
1822,19.2425035,47.4667104,pharmacy
1823,19.2635426,46.7143222,pharmacy
1824,19.1863556,47.4406545,pharmacy
1825,19.1878394,47.4052278,pharmacy
1826,19.2190702,47.4285112,pharmacy
1827,19.3449881,47.3857902,pharmacy
1828,19.3443081,47.3844455,pharmacy
1829,19.3401393,47.3836284,pharmacy
1830,19.4788601,46.9372393,pharmacy
1831,18.7173545,47.6904596,pharmacy
1832,21.2645259,46.9261605,pharmacy
1833,19.5524311,47.5210936,pharmacy
1834,20.6707477,46.6711392,pharmacy
1835,21.0194203,46.2855474,pharmacy
1836,18.5519892,47.7601063,pharmacy
1837,20.0791165,47.9488343,pharmacy
1838,19.1591056,47.4340931,pharmacy
1839,22.0882152,48.208908,pharmacy
1840,22.0794845,48.2205827,pharmacy
1841,18.9575446,47.2264292,pharmacy
1842,20.6628817,46.5595849,pharmacy
1843,18.5224958,47.0303495,pharmacy
1844,19.6332984,47.7074967,pharmacy
1845,18.3259143,46.1351284,pharmacy
1846,19.2974452,48.0680265,pharmacy
1847,18.3325817,47.5490202,pharmacy
1848,19.1637977,47.5197074,pharmacy
1849,21.5442329,47.2262334,pharmacy
1850,20.163059,46.7046638,pharmacy
1851,17.6587538,47.6673038,pharmacy
1852,19.2373838,47.3442521,pharmacy
1853,19.3099383,48.0801614,pharmacy
1854,18.1335317,46.3067919,pharmacy
1855,17.2359016,46.7645909,pharmacy
1856,21.506512,47.6753912,pharmacy
1857,21.5047712,47.6702914,pharmacy
1858,21.5140912,47.6733578,pharmacy
1859,17.481262,47.3339905,pharmacy
0,19.0306742,47.6438557,supermarket
1,19.0413561,47.4350417,supermarket
2,19.0193188,47.4079451,supermarket
3,18.7902893,46.4243535,supermarket
4,19.0531476,47.5022795,supermarket
5,19.0520686,47.5114561,supermarket
6,19.0515738,47.4990853,supermarket
7,17.4662846,45.9603645,supermarket
8,19.1568557,47.4528552,supermarket
9,18.6092482,47.19143,supermarket
10,17.1529329,47.2493362,supermarket
11,17.1533888,47.2533817,supermarket
12,17.1545967,47.2571631,supermarket
13,17.1526613,47.2569672,supermarket
14,17.1506114,47.2541,supermarket
15,18.4476799,47.1958477,supermarket
16,18.4154025,47.1986616,supermarket
17,18.4288595,47.1944754,supermarket
18,18.8327251,47.5163688,supermarket
19,18.8294582,47.5156156,supermarket
20,19.1004107,47.4395461,supermarket
21,19.1464245,47.4581023,supermarket
22,19.1428196,47.4591875,supermarket
23,18.851697,46.6117347,supermarket
24,18.8431935,46.6149541,supermarket
25,18.1367238,47.2029111,supermarket
26,17.4795567,47.3209743,supermarket
27,18.9436322,47.1730827,supermarket
28,17.4611686,47.3276829,supermarket
29,18.9664321,47.5380945,supermarket
30,18.4608583,47.2052644,supermarket
31,18.9786002,47.5309267,supermarket
32,19.7359689,46.4921447,supermarket
33,19.7384741,46.4969737,supermarket
34,19.7386228,46.4971647,supermarket
35,19.0376798,47.5061137,supermarket
36,19.0258776,47.4990157,supermarket
37,19.0599729,47.4969576,supermarket
38,19.0690799,47.4961196,supermarket
39,17.9579872,46.8859281,supermarket
40,18.2113643,46.04975,supermarket
41,20.6891942,48.4703639,supermarket
42,19.1292948,47.7791892,supermarket
43,19.0737288,47.4818913,supermarket
44,19.0715732,47.4801133,supermarket
45,20.9736927,47.7012664,supermarket
46,20.9904297,47.697425,supermarket
47,19.1309884,47.7820252,supermarket
48,18.3589111,47.2083255,supermarket
49,19.2145846,47.3873594,supermarket
50,19.2235907,47.3757469,supermarket
51,19.2130592,47.3819326,supermarket
52,19.1404431,47.5028974,supermarket
53,19.1225812,47.5428777,supermarket
54,19.1391797,47.5517921,supermarket
55,19.1069726,47.5613688,supermarket
56,19.0352177,47.5131192,supermarket
57,18.9290245,47.5915727,supermarket
58,17.9166052,47.6477467,supermarket
59,17.9243676,47.6500673,supermarket
60,17.9294483,47.6497622,supermarket
61,17.9272456,47.6490936,supermarket
62,19.2434982,47.5412,supermarket
63,20.6149003,48.2454307,supermarket
64,21.4072951,47.4332841,supermarket
65,16.8290517,46.8367397,supermarket
66,19.2357223,47.3849068,supermarket
67,19.0998873,47.5574577,supermarket
68,21.1760489,47.021062,supermarket
69,21.1689989,47.0286602,supermarket
70,21.1774107,47.0143742,supermarket
71,19.1363263,47.538921,supermarket
72,17.6406917,47.6174207,supermarket
73,18.2015718,46.0677929,supermarket
74,19.0795081,47.4071628,supermarket
75,19.1271304,47.4288215,supermarket
76,20.3584836,46.582395,supermarket
77,20.3538014,46.5823614,supermarket
78,20.3564915,46.5826176,supermarket
79,19.0462256,47.4776405,supermarket
80,19.0462286,47.4780683,supermarket
81,19.0544483,47.4759957,supermarket
82,19.0333927,47.4642784,supermarket
83,19.1376456,47.5042923,supermarket
84,17.268818,47.8724714,supermarket
85,18.9158711,47.6164801,supermarket
86,19.1727116,47.4506391,supermarket
87,19.2506296,47.415227,supermarket
88,19.0534073,47.4773131,supermarket
89,19.032501,47.4969105,supermarket
90,19.0747388,47.5341368,supermarket
91,19.0554428,47.4945451,supermarket
92,19.0858165,47.5266649,supermarket
93,19.0338399,47.5009557,supermarket
94,19.0671577,47.4789186,supermarket
95,18.9031166,47.2488879,supermarket
96,18.9365463,47.5169111,supermarket
97,18.9204458,47.5073602,supermarket
98,18.9157599,47.500149,supermarket
99,18.1051445,46.2544995,supermarket
100,18.1055952,46.2554992,supermarket
101,17.4306972,46.7987991,supermarket
102,17.4550416,46.7060382,supermarket
103,18.1185483,47.7425944,supermarket
104,17.6307516,47.651211,supermarket
105,20.1832957,46.525396,supermarket
106,19.0892112,47.7183964,supermarket
107,19.0554368,47.4977371,supermarket
108,18.7571356,46.2873917,supermarket
109,19.0514519,47.4589436,supermarket
110,18.3168982,47.6511472,supermarket
111,19.0684537,47.3294361,supermarket
112,18.4257973,47.1932461,supermarket
113,19.0144807,47.5226493,supermarket
114,19.0165903,47.4917379,supermarket
115,16.5790326,47.6976944,supermarket
116,18.9537876,46.4877867,supermarket
117,19.4937251,47.6541159,supermarket
118,18.9831657,46.5239426,supermarket
119,17.6439004,46.667614,supermarket
120,19.4890351,47.6522478,supermarket
121,18.8242204,47.4737651,supermarket
122,19.0927455,47.4880381,supermarket
123,18.2781541,45.8568728,supermarket
124,18.5334803,46.2964149,supermarket
125,19.0778354,47.4829027,supermarket
126,18.3263578,47.6505101,supermarket
127,18.4056935,47.195142,supermarket
128,18.414077,47.1957225,supermarket
129,19.1511868,47.5036109,supermarket
130,19.0939364,47.4982997,supermarket
131,21.3457838,48.1289232,supermarket
132,18.662667,45.9961326,supermarket
133,17.4644195,45.9593863,supermarket
134,16.6165613,47.6708272,supermarket
135,18.242806,46.0753005,supermarket
136,17.4819416,45.9617319,supermarket
137,17.2759047,47.8605678,supermarket
138,19.0490862,47.475311,supermarket
139,18.5167521,47.4792592,supermarket
140,18.6443912,47.5924283,supermarket
141,18.6357348,47.491308,supermarket
142,18.6283518,47.5028646,supermarket
143,18.3881976,47.5930885,supermarket
144,19.0489739,47.5018176,supermarket
145,18.1885561,46.0672664,supermarket
146,19.1559547,47.4702465,supermarket
147,20.1458988,46.2488741,supermarket
148,19.0058249,47.4664295,supermarket
149,19.0522,47.5989487,supermarket
150,19.0490912,47.5979268,supermarket
151,19.1267334,47.5200092,supermarket
152,19.4990829,46.4183487,supermarket
153,18.2437925,45.8496287,supermarket
154,19.1094494,47.4909325,supermarket
155,19.0828391,47.5639279,supermarket
156,19.7366237,46.4936728,supermarket
157,21.0967327,46.6793679,supermarket
158,19.6981694,46.9154069,supermarket
159,18.1470112,47.2005935,supermarket
160,19.6882571,46.9074917,supermarket
161,18.0173084,47.7119075,supermarket
162,19.6362747,46.8872738,supermarket
163,19.6665489,46.8931099,supermarket
164,17.6453251,46.1402179,supermarket
165,18.933838,46.9627343,supermarket
166,16.8897849,47.5897108,supermarket
167,19.0502804,47.5159998,supermarket
168,20.7923812,48.1024895,supermarket
169,20.789668,48.10342,supermarket
170,20.7643769,48.1031991,supermarket
171,17.878854,46.8519811,supermarket
172,19.9222484,47.7782631,supermarket
173,19.3726287,47.4406291,supermarket
174,20.8315394,48.1068959,supermarket
175,20.7913652,48.0671413,supermarket
176,20.7875458,48.1201084,supermarket
177,20.7737807,48.1035179,supermarket
178,20.7123903,48.1005517,supermarket
179,18.8184731,46.8340016,supermarket
180,18.8309265,46.8326182,supermarket
181,18.8586245,46.6243651,supermarket
182,18.9688564,46.7378348,supermarket
183,18.7231929,46.1862983,supermarket
184,18.7249437,46.189225,supermarket
185,18.7260494,46.1971947,supermarket
186,18.7250589,46.189869,supermarket
187,18.7246265,46.1928873,supermarket
188,18.75859,46.0828237,supermarket
189,18.6799931,45.9986664,supermarket
190,20.7215098,48.0822491,supermarket
191,19.0068977,47.4070438,supermarket
192,18.2070326,47.3730586,supermarket
193,18.2047807,47.3708682,supermarket
194,18.0259136,47.5026332,supermarket
195,18.5826221,47.1092217,supermarket
196,19.0947242,47.5590842,supermarket
197,20.7470605,48.1026832,supermarket
198,17.5170898,47.5156053,supermarket
199,17.5685325,47.4954864,supermarket
200,17.3668272,47.5822303,supermarket
201,17.4198348,47.5130005,supermarket
202,17.5182953,47.5242723,supermarket
203,17.2478429,47.6912425,supermarket
204,17.9043469,46.8624827,supermarket
205,19.0377756,47.4514061,supermarket
206,20.7374421,48.1019996,supermarket
207,20.7315949,48.1021787,supermarket
208,20.7951003,48.0994136,supermarket
209,20.7929813,48.0993778,supermarket
210,18.9993619,47.5166336,supermarket
211,19.126817,47.6415867,supermarket
212,19.1643088,47.4714586,supermarket
213,18.2345708,47.3228664,supermarket
214,17.6388783,47.6660339,supermarket
215,19.0678825,47.5364789,supermarket
216,20.3738941,47.903868,supermarket
217,20.3852009,47.8951145,supermarket
218,19.0951912,47.5679999,supermarket
219,19.2202945,46.8755367,supermarket
220,19.2223062,46.8759034,supermarket
221,17.6555795,47.6049619,supermarket
222,19.3322082,47.4602146,supermarket
223,20.8169742,46.3139622,supermarket
224,16.5554265,47.3807285,supermarket
225,16.5445082,47.381679,supermarket
226,19.0771794,47.5494786,supermarket
227,20.7507237,47.2171385,supermarket
228,16.5201806,47.6894642,supermarket
229,20.7578934,47.2171252,supermarket
230,18.9339687,46.9588892,supermarket
231,20.7516609,47.2182037,supermarket
232,20.7545523,47.2178239,supermarket
233,20.7610741,47.2176683,supermarket
234,20.7389907,47.2199007,supermarket
235,19.3882318,47.6920097,supermarket
236,19.4441597,47.6587097,supermarket
237,19.4529754,47.6585011,supermarket
238,19.3125321,47.635789,supermarket
239,17.464323,45.9613057,supermarket
240,19.1190112,47.5934168,supermarket
241,19.1119957,47.5196775,supermarket
242,19.0988548,47.5879186,supermarket
243,21.4913662,47.469717,supermarket
244,19.410954,47.3478882,supermarket
245,19.11546,47.57911,supermarket
246,21.2083678,48.1606326,supermarket
247,21.1918973,48.1529574,supermarket
248,16.6127791,47.6725725,supermarket
249,18.1468601,47.2013325,supermarket
250,17.9620094,47.473851,supermarket
251,18.2507455,46.0806413,supermarket
252,18.9164277,46.9664932,supermarket
253,19.0537582,47.520241,supermarket
254,18.4754702,47.1805606,supermarket
255,21.4916441,47.0042632,supermarket
256,19.0532348,47.4829283,supermarket
257,19.0516367,47.4792615,supermarket
258,19.0857099,47.5041541,supermarket
259,19.6737776,46.9189253,supermarket
260,18.9447153,46.1844204,supermarket
261,17.9106339,47.0940105,supermarket
262,17.9103837,47.107634,supermarket
263,20.7769253,48.0739616,supermarket
264,21.2755489,46.6453736,supermarket
265,19.1769278,47.4581402,supermarket
266,19.2600215,47.5464913,supermarket
267,19.0274032,47.3595554,supermarket
268,19.0875885,47.537074,supermarket
269,18.2565602,46.0794694,supermarket
270,18.2717382,46.0867343,supermarket
271,19.552342,47.6227871,supermarket
272,19.5192719,47.6286837,supermarket
273,19.9258758,47.7819029,supermarket
274,19.0287292,47.4710548,supermarket
275,17.5603385,46.7490728,supermarket
276,17.5509453,47.1089476,supermarket
277,17.5518224,47.1091923,supermarket
278,17.5244444,47.1017853,supermarket
279,18.9941654,47.3957155,supermarket
280,19.0326725,47.5458604,supermarket
281,20.5344314,47.900062,supermarket
282,20.5323129,47.905084,supermarket
283,19.0651846,47.5001103,supermarket
284,19.068901,47.5007843,supermarket
285,19.0479236,47.5054316,supermarket
286,20.8226839,48.0164553,supermarket
287,18.2107229,46.0824903,supermarket
288,19.0379258,47.5389805,supermarket
289,18.0515965,46.9049932,supermarket
290,16.8549431,46.6704144,supermarket
291,17.011039,46.4626587,supermarket
292,17.5502313,47.1153992,supermarket
293,17.8774124,46.9482255,supermarket
294,18.9719575,46.9114878,supermarket
295,20.6424301,48.1694623,supermarket
296,19.0601748,47.5033609,supermarket
297,19.0717499,47.5071915,supermarket
298,19.0892984,47.5606634,supermarket
299,17.4451012,46.0838018,supermarket
300,17.453625,46.2045079,supermarket
301,17.3890502,46.4065413,supermarket
302,17.3330537,46.4567589,supermarket
303,17.2968914,46.5881157,supermarket
304,16.8748008,47.5900334,supermarket
305,17.1683448,46.7085394,supermarket
306,20.1739694,47.1684495,supermarket
307,19.0238894,47.4904346,supermarket
308,19.6780693,46.9161061,supermarket
309,17.1907772,46.7928007,supermarket
310,19.0659088,47.3353793,supermarket
311,18.7417466,47.7942054,supermarket
312,19.1111527,47.022639,supermarket
313,19.8019283,48.1036762,supermarket
314,19.8097154,48.1065126,supermarket
315,18.922959,47.5158877,supermarket
316,19.7895657,48.0782675,supermarket
317,19.075118,47.6616375,supermarket
318,19.076379,47.5063765,supermarket
319,20.3210128,46.4145706,supermarket
320,20.3214849,46.4099622,supermarket
321,20.3324529,46.4125486,supermarket
322,20.2564011,46.9802723,supermarket
323,17.8886087,46.9563838,supermarket
324,18.0706537,46.9175135,supermarket
325,20.1276349,46.26698,supermarket
326,20.1368191,46.2551083,supermarket
327,19.82294,48.0079339,supermarket
328,19.8265556,48.0039859,supermarket
329,20.9217896,47.3193474,supermarket
330,19.8275565,47.9898061,supermarket
331,16.7703414,47.3749101,supermarket
332,19.8325433,48.0072264,supermarket
333,20.3176903,46.4153055,supermarket
334,16.8952491,47.5983705,supermarket
335,19.0685483,47.4816539,supermarket
336,21.1979914,48.1626205,supermarket
337,17.7147022,47.562338,supermarket
338,16.5759721,47.6913386,supermarket
339,16.5769956,47.6907754,supermarket
340,19.0610548,47.5345062,supermarket
341,17.5635809,47.5533381,supermarket
342,20.5716882,47.8098871,supermarket
343,18.283543,46.0538252,supermarket
344,19.1470656,47.4555859,supermarket
345,19.2012612,47.5317177,supermarket
346,21.6205578,47.542379,supermarket
347,19.4885547,46.4322986,supermarket
348,18.991326,47.6081048,supermarket
349,19.1908839,47.510697,supermarket
350,17.3911919,47.7360017,supermarket
351,19.3226815,46.2976081,supermarket
352,19.3787987,46.2137212,supermarket
353,19.3785412,46.2132461,supermarket
354,19.0579105,47.4958856,supermarket
355,18.3882626,47.6025118,supermarket
356,18.3979059,47.5848048,supermarket
357,18.4014087,47.5840911,supermarket
358,20.4761414,47.9361233,supermarket
359,19.2786505,46.6219358,supermarket
360,17.9250573,47.0914304,supermarket
361,19.0649739,47.4851369,supermarket
362,20.8239051,48.0148559,supermarket
363,19.0108341,47.5903086,supermarket
364,18.9202221,47.5588366,supermarket
365,17.9215282,46.9818035,supermarket
366,19.0881577,47.5047624,supermarket
367,20.1996932,47.1768628,supermarket
368,19.0314484,47.5070666,supermarket
369,19.930661,47.7817194,supermarket
370,17.7880014,46.3657281,supermarket
371,19.0646263,47.4952101,supermarket
372,20.1870447,47.1938397,supermarket
373,20.3253673,46.4143614,supermarket
374,19.0201862,47.645891,supermarket
375,20.2118063,47.1218438,supermarket
376,19.0055001,47.529081,supermarket
377,19.0557363,47.5098073,supermarket
378,17.0123046,46.4530467,supermarket
379,17.5300971,47.5974983,supermarket
380,19.2856491,47.6760298,supermarket
381,17.8985199,47.1025131,supermarket
382,19.0923865,47.5052001,supermarket
383,18.9592106,47.7905748,supermarket
384,20.7047064,48.0978466,supermarket
385,16.5978499,47.0082832,supermarket
386,19.0711849,47.4350117,supermarket
387,16.8633969,46.8455916,supermarket
388,19.1075547,47.4352239,supermarket
389,19.2890789,46.6232532,supermarket
390,18.4245918,47.1907208,supermarket
391,17.1515066,47.2581382,supermarket
392,17.6272629,46.6035335,supermarket
393,18.4043577,47.1903291,supermarket
394,19.1270045,47.5682322,supermarket
395,17.9128571,47.1039514,supermarket
396,18.5613672,47.7587263,supermarket
397,17.260788,46.7724152,supermarket
398,17.2365342,46.7656167,supermarket
399,17.813844,47.1213891,supermarket
400,19.2632348,47.9220438,supermarket
401,19.2022345,47.4335408,supermarket
402,21.4109012,47.4467854,supermarket
403,20.6731667,46.6714167,supermarket
404,21.4456178,47.8407756,supermarket
405,18.3176878,47.6507607,supermarket
406,18.4133061,47.1927105,supermarket
407,16.863136,47.6192999,supermarket
408,18.4041082,47.190059,supermarket
409,19.0713902,47.4235596,supermarket
410,19.0654081,47.4958824,supermarket
411,19.9308043,47.8176721,supermarket
412,16.5826232,47.6902892,supermarket
413,19.4803887,46.4299154,supermarket
414,19.4753891,46.4302778,supermarket
415,19.0614113,47.5063476,supermarket
416,20.96538,48.1031726,supermarket
417,17.9171562,47.1084423,supermarket
418,19.2732623,47.5700802,supermarket
419,19.0553114,47.5089074,supermarket
420,19.0876454,47.5572806,supermarket
421,16.9875626,46.4543826,supermarket
422,19.061515,47.6139265,supermarket
423,20.7751379,47.6127788,supermarket
424,17.7936937,46.3536648,supermarket
425,19.0025859,47.5028523,supermarket
426,17.9191012,47.0961261,supermarket
427,19.0656366,47.5031317,supermarket
428,19.0652739,47.5033688,supermarket
429,18.2390531,46.0771786,supermarket
430,20.417265,47.7505197,supermarket
431,19.0493021,47.5130438,supermarket
432,21.529762,48.198756,supermarket
433,21.533327,48.197098,supermarket
434,20.6277524,47.3659383,supermarket
435,19.0326142,47.5107605,supermarket
436,21.573579,48.323076,supermarket
437,19.083443,47.5016265,supermarket
438,21.5783741,48.3275175,supermarket
439,19.1298695,47.4626727,supermarket
440,21.3910212,47.4463353,supermarket
441,19.2465209,47.6017418,supermarket
442,19.236107,47.5960056,supermarket
443,19.0325825,47.477646,supermarket
444,19.0614544,47.5010516,supermarket
445,17.5053104,46.7879161,supermarket
446,19.020431,47.494914,supermarket
447,18.883715,47.57583,supermarket
448,18.0403428,47.0629332,supermarket
449,19.5415747,47.7619767,supermarket
450,17.276259,47.8616348,supermarket
451,19.1146677,47.4621621,supermarket
452,19.8514002,46.7114981,supermarket
453,21.4717726,48.1207462,supermarket
454,20.1716921,46.2596248,supermarket
455,18.3338846,47.5489853,supermarket
456,18.309755,47.4841446,supermarket
457,16.631388,47.2374169,supermarket
458,20.9239219,46.4066966,supermarket
459,19.6936274,46.9099327,supermarket
460,19.6655512,46.8937867,supermarket
461,19.029636,47.495596,supermarket
462,19.023645,47.493787,supermarket
463,19.0874295,47.5423342,supermarket
464,19.027278,47.49129,supermarket
465,19.027202,47.491482,supermarket
466,19.0266149,47.4899243,supermarket
467,20.205143,47.1828957,supermarket
468,19.0857769,47.5065381,supermarket
469,18.3024776,47.2401678,supermarket
470,17.7971321,46.3597447,supermarket
471,18.9342486,46.9708319,supermarket
472,18.9094544,47.0547894,supermarket
473,18.9097227,47.0549329,supermarket
474,18.9115098,47.055673,supermarket
475,18.914269,47.0572174,supermarket
476,19.1857996,47.4036304,supermarket
477,19.07549,47.4860452,supermarket
478,19.061189,47.494853,supermarket
479,19.0847923,47.4911236,supermarket
480,19.0822118,47.4934327,supermarket
481,21.0580919,48.1868898,supermarket
482,17.8784965,46.847766,supermarket
483,17.4006019,46.6998813,supermarket
484,21.6288275,47.5489839,supermarket
485,20.7096382,48.2192046,supermarket
486,18.9411677,46.1815105,supermarket
487,19.0621553,47.4850522,supermarket
488,19.0573946,47.5131425,supermarket
489,19.0732668,47.5004003,supermarket
490,19.1460638,47.4628113,supermarket
491,18.2808125,46.6333998,supermarket
492,22.0636254,48.2347931,supermarket
493,21.702737,48.3000236,supermarket
494,21.7043958,48.3013784,supermarket
495,19.5116402,46.5492301,supermarket
496,19.0705276,47.4905724,supermarket
497,18.3499054,46.4670334,supermarket
498,18.3440597,46.4663199,supermarket
499,18.4641183,46.2247225,supermarket
500,19.0502242,47.5061233,supermarket
501,20.8853972,46.5402812,supermarket
502,19.0483164,47.5115646,supermarket
503,19.0092759,47.5100801,supermarket
504,19.0182708,47.5088931,supermarket
505,17.6327289,47.6862281,supermarket
506,19.0666954,47.4826976,supermarket
507,21.7179858,47.9583159,supermarket
508,18.6647283,47.2267534,supermarket
509,21.715936,47.9528208,supermarket
510,21.7152276,47.9661435,supermarket
511,17.0964773,47.4660977,supermarket
512,19.0772584,47.4860311,supermarket
513,17.0276613,47.6050463,supermarket
514,19.0405483,47.5425774,supermarket
515,17.2508841,47.6111656,supermarket
516,21.6431819,47.5321162,supermarket
517,19.0641928,47.48864,supermarket
518,16.5403061,46.6247276,supermarket
519,16.5414183,46.6228605,supermarket
520,17.6514676,47.6684584,supermarket
521,19.1931614,47.6094255,supermarket
522,16.845657,46.8486215,supermarket
523,16.8460265,46.8404905,supermarket
524,17.9436869,46.8808844,supermarket
525,16.8479332,46.8442847,supermarket
526,21.5329732,47.2233869,supermarket
527,18.484733,47.750052,supermarket
528,19.0731032,47.5153931,supermarket
529,18.6327726,47.4901958,supermarket
530,20.1812376,47.9007036,supermarket
531,20.8298358,46.6334269,supermarket
532,20.8365842,46.6338468,supermarket
533,19.2970652,48.0809905,supermarket
534,18.2257347,46.0710519,supermarket
535,19.0162259,47.4920662,supermarket
536,18.702801,46.3453064,supermarket
537,18.7030109,46.347131,supermarket
538,18.6932403,46.3521732,supermarket
539,18.7036026,46.3585551,supermarket
540,16.6172145,47.2220002,supermarket
541,18.7027618,46.350371,supermarket
542,19.1017655,47.5228165,supermarket
543,18.2121788,47.3697379,supermarket
544,18.2390888,47.1381306,supermarket
545,21.2633059,46.6503329,supermarket
546,19.2748202,47.4095872,supermarket
547,19.2808323,47.4070574,supermarket
548,18.4980295,47.7472611,supermarket
549,19.9272747,47.6817794,supermarket
550,21.5364924,47.2187791,supermarket
551,20.630254,46.9999177,supermarket
552,20.6174717,47.0024692,supermarket
553,20.6294847,46.999835,supermarket
554,19.2541885,46.5259619,supermarket
555,21.1622527,47.0163711,supermarket
556,18.7621749,46.4170663,supermarket
557,18.6766077,47.2400242,supermarket
558,19.065203,47.4926423,supermarket
559,19.5208442,48.0794215,supermarket
560,16.8357593,46.8316662,supermarket
561,16.6198279,47.2298796,supermarket
562,19.049287,47.568798,supermarket
563,20.0731377,47.2940858,supermarket
564,20.068049,47.2866263,supermarket
565,20.0598408,47.3797744,supermarket
566,19.3225061,47.188434,supermarket
567,19.3200706,47.187683,supermarket
568,19.3233662,47.1710832,supermarket
569,18.684257,46.4734827,supermarket
570,17.6609328,46.8531149,supermarket
571,18.2462773,46.0841643,supermarket
572,19.0485255,47.478415,supermarket
573,18.7265231,47.5448247,supermarket
574,18.7183641,47.5466586,supermarket
575,18.4513103,45.8665975,supermarket
576,21.7136179,47.9594503,supermarket
577,18.9999065,46.6440415,supermarket
578,21.732958,47.3927332,supermarket
579,20.8206622,46.3131229,supermarket
580,19.0528175,47.4819176,supermarket
581,22.0917521,48.2289148,supermarket
582,19.1336315,47.5357626,supermarket
583,16.6063012,47.2385192,supermarket
584,18.1295505,46.3743023,supermarket
585,19.1088805,47.5004744,supermarket
586,19.0769014,47.4986618,supermarket
587,21.6485746,48.0142061,supermarket
588,18.3974762,46.7619074,supermarket
589,19.1312457,47.7807686,supermarket
590,19.1352447,47.4882553,supermarket
591,19.128984,47.4826562,supermarket
592,21.6934862,47.9527925,supermarket
593,19.0558081,47.4915866,supermarket
594,18.9468235,46.0363439,supermarket
595,17.5895512,45.9808916,supermarket
596,21.622657,47.5554016,supermarket
597,21.6208277,47.5462058,supermarket
598,19.2556258,47.4793968,supermarket
599,20.3158696,48.0559947,supermarket
600,21.8463851,47.8762391,supermarket
601,19.8214154,48.1622435,supermarket
602,18.7866701,47.3167207,supermarket
603,20.0428013,48.134595,supermarket
604,18.2742262,46.9930687,supermarket
605,21.7371289,47.9592852,supermarket
606,18.4965685,46.2587358,supermarket
607,18.2324098,46.0720085,supermarket
608,18.2135759,46.047144,supermarket
609,18.2303159,46.0499589,supermarket
610,19.0822081,47.5311941,supermarket
611,19.0761775,47.5308618,supermarket
612,20.263507,46.6516971,supermarket
613,19.8746906,47.3315236,supermarket
614,19.1635282,47.470922,supermarket
615,19.2570796,47.4798266,supermarket
616,19.081384,47.5014957,supermarket
